feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Bilophila.unclassified	diagnosis	CD	-0.528653105035986	2.42292416220441	1595	885	0.827310609725152	0.863701794864323
Escherichia.unclassified	CD_dysbiosis	CD_dysbiosis	-0.312239850189079	1.43656703203012	1595	637	0.827962410249248	0.863701794864323
Burkholderiales.bacterium.1.1.47	CD_dysbiosis	CD_dysbiosis	-0.286663347224098	1.40638477640473	1595	731	0.838512482984429	0.872614665306762
Dorea.longicatena	UC_dysbiosis	UC_dysbiosis	-0.290314995724781	1.44583938293859	1595	1063	0.840885826133559	0.872996024744864
Eubacterium.siraeum	CD_dysbiosis	CD_dysbiosis	-0.339295131456605	1.7215791615294	1595	656	0.843787270846352	0.873922530519436
Bifidobacterium.bifidum	diagnosis	CD	0.439460075966961	2.29020502732423	1595	425	0.847855407793441	0.876050124442154
Prevotella.copri	CD_dysbiosis	CD_dysbiosis	-0.327247368682368	1.84395764966861	1595	439	0.859161759630237	0.885628828054865
Eubacterium.eligens	CD_dysbiosis	CD_dysbiosis	-0.265995337105504	1.53784522104938	1595	1015	0.862699976764995	0.885850877719756
Parasutterella.excrementihominis	diagnosis	UC	-0.586966324449994	3.41235815545824	1595	759	0.863450050926843	0.885850877719756
Dorea.longicatena	diagnosis	UC	0.522963516214421	3.20571279039077	1595	1063	0.870432995086635	0.890913771441614
Prevotella.copri	UC_dysbiosis	UC_dysbiosis	0.292390963776181	2.01612381747194	1595	439	0.884708504813915	0.903399529563505
Eubacterium.siraeum	diagnosis	UC	0.5307749696072	4.17347498520908	1595	656	0.898815463067494	0.915655097035971
Bilophila.unclassified	CD_dysbiosis	CD_dysbiosis	-0.141508968882275	1.26815314321574	1595	885	0.911165245728113	0.926067481055442
Alistipes.putredinis	diagnosis	CD	0.2386942887603	3.17436398367052	1595	940	0.940069531717923	0.951719357150497
Eubacterium.eligens	diagnosis	CD	-0.218311554260074	2.93819588252776	1595	1015	0.940780054194745	0.951719357150497
Eubacterium.eligens	UC_dysbiosis	UC_dysbiosis	-0.104856429310894	1.68143036164647	1595	1015	0.950282839466641	0.959102169763315
Bacteroides.faecis	dysbiosis	dysbiosis	-0.010158013202598	0.295255306171934	1595	604	0.972559180787325	0.979313063987236
Bifidobacterium.bifidum	dysbiosis	dysbiosis	-0.00594119265859125	0.22413561811601	1595	425	0.97885617263281	0.98337744825698
Alistipes.shahii	diagnosis	UC	-0.0379311847053379	3.65994871220764	1595	757	0.991732287588168	0.993459156335854
Burkholderiales.bacterium.1.1.47	diagnosis	CD	0.022031252087814	2.68702851413251	1595	731	0.993459156335854	0.993459156335854
